,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,mssv,dien_tt,diem_tt,lop12_matinh,lop12_matruong,TEN_TRUONG,Ten_Tinh,KHU_VUC,nam_thi
683,683,683,683,AC8C0B09XPvAibaEXe8PCwJaf/8k/NCh+VRnLeY4,0,21.05,52,18.0,THPT Phú Mỹ (Trước 12/4/2018),Bà Rịa - Vũng Tàu,Khu vực 2 NT,2018.0
684,684,684,684,1CAC5AD6XPvAibaEXe/tHzSgYcYugm6RsOH2Z5W7,0,18.65,52,13.0,THPT Xuyên Mộc,Bà Rịa - Vũng Tàu,Khu vực 2 NT,2018.0
685,685,685,685,D0832C09XPvAibaEXe+TUHAdEwrOxzM80WNqJ1fk,0,23.8,52,24.0,THPT Minh Đạm,Bà Rịa - Vũng Tàu,Khu vực 2 NT,2018.0
686,686,686,686,A6AD67EFXPvAibaEXe8ZCBSJNuktiB0X8BfuV0ym,0,23.8,52,30.0,THPT Ngô Quyền,Bà Rịa - Vũng Tàu,Khu vực 1,2018.0
687,687,687,687,665F0D69XPvAibaEXe8ZCBSJNuktiIGeJSAEJGQy,0,21.5,52,29.0,THPT Nguyễn Trãi,Bà Rịa - Vũng Tàu,Khu vực 1,2018.0
688,688,688,688,F1E4C8BDXPvAibaEXe/3r71QULrjp3Z8NJaEp6IV,6,844.0,52,18.0,THPT Phú Mỹ (Trước 12/4/2018),Bà Rịa - Vũng Tàu,Khu vực 2 NT,2019.0
689,689,689,689,E21EFC01XPvAibaEXe+Dzz08DYrYWXWMNkTLsBop,6,937.0,52,21.0,THPT Trần Văn Quan,Bà Rịa - Vũng Tàu,Khu vực 2 NT,2019.0
690,690,690,690,49EE5BF0XPvAibaEXe8xcSmc61U16HrHDDt0q6Oc,6,899.0,52,2.0,THPT Trần Nguyên Hãn,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
691,691,691,691,4B260B97XPvAibaEXe/Cb60Jy+AEmb4jx29qU4ON,6,889.0,52,8.0,THCS - THPT Song ngữ,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
692,692,692,692,5FF5373FXPvAibaEXe9SFfs6TdZlWSsTB+cj1iTY,6,851.0,52,2.0,THPT Trần Nguyên Hãn,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
693,693,693,693,F3A95D3EXPvAibaEXe/YUZi7fAhqUH9E0vOaqznd,6,897.0,52,7.0,THPT Nguyễn Thị Minh Khai,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
694,694,694,694,BFCBFAAEXPvAibaEXe+YbqS6wWaMivUkl/ywIT8S,6,982.0,52,51.0,THPT Minh Đạm,Bà Rịa - Vũng Tàu,,2019.0
695,695,695,695,C1886430XPvAibaEXe+63TJw283N+49eZlwsqP2y,6,881.0,52,31.0,THPT Trần Phú,Bà Rịa - Vũng Tàu,Khu vực 1,2019.0
696,696,696,696,DCA5EED3XPvAibaEXe+k7kwcfMfIzDOjFRxYFAWF,6,911.0,52,21.0,THPT Trần Văn Quan,Bà Rịa - Vũng Tàu,Khu vực 2 NT,2019.0
697,697,697,697,C27799D3XPvAibaEXe8SRnjkoZQJQlg8y11Bz880,6,900.0,52,1.0,THPT Vũng Tàu,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
698,698,698,698,B28BDA90XPvAibaEXe9z1vm+pibC4ZzCzidEdZAN,6,903.0,52,1.0,THPT Vũng Tàu,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
699,699,699,699,C6515EB3XPvAibaEXe9iepFIQz9mxS0wBuCtu87F,6,992.0,52,11.0,THPT Nguyễn Bỉnh Khiêm,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
700,700,700,700,853E0DEEXPvAibaEXe8+b4756rik/pW1OJFozqnF,0,21.95,52,5.0,THPT Nguyễn Huệ,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
701,701,701,701,DCB77C67XPvAibaEXe+M91Hzrx3qMEK9PB0gNVpF,0,22.05,52,5.0,THPT Nguyễn Huệ,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
702,702,702,702,AA3FAC1AXPvAibaEXe+jQfayvnobXlf/+ufNcade,0,22.0,52,9.0,THPT Châu Thành,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
703,703,703,703,FB11B48BXPvAibaEXe8xN1Ehxu1cb2BDhDBO4Vcf,0,21.6,52,43.0,THPT Phú Mỹ,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
704,704,704,704,4B6900B0XPvAibaEXe83RuGSO94Cq2GZZD1wq+oy,0,25.2,52,30.0,THPT Ngô Quyền,Bà Rịa - Vũng Tàu,Khu vực 1,2019.0
705,705,705,705,AF71BCAEXPvAibaEXe/bcCn8ANC28BOxrbirznm1,0,21.95,52,24.0,THPT Minh Đạm,Bà Rịa - Vũng Tàu,Khu vực 2 NT,2019.0
706,706,706,706,AA30C37FXPvAibaEXe98bEweMyJa5nzoPF5t007D,0,24.8,52,30.0,THPT Ngô Quyền,Bà Rịa - Vũng Tàu,Khu vực 1,2019.0
707,707,707,707,3385034BXPvAibaEXe8cyAoRoKB5PajVjFc6Jomy,0,22.4,52,1.0,THPT Vũng Tàu,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
708,708,708,708,A5154F1CXPvAibaEXe8BcBqSm3bVhncwIoKK8+BD,0,24.2,52,4.0,THPT Chuyên Lê Quý Đôn,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
709,709,709,709,40EDCAF2XPvAibaEXe/CLThnKnYPfjDJBJD9icWi,0,24.75,52,21.0,THPT Trần Văn Quan,Bà Rịa - Vũng Tàu,Khu vực 2 NT,2019.0
710,710,710,710,5B2FCB81XPvAibaEXe+3IeSFe/CqDBOBwpEFP6ik,0,24.95,52,32.0,THPT Nguyễn Văn Cừ,Bà Rịa - Vũng Tàu,Khu vực 1,2019.0
711,711,711,711,C1DB1120XPvAibaEXe+ba4DZYrt+PDnRlMl9fRKp,0,24.95,52,28.0,THPT Nguyễn Du,Bà Rịa - Vũng Tàu,Khu vực 1,2019.0
712,712,712,712,B606A119XPvAibaEXe/ESOA28kZtDjbQgD3C1HU8,0,22.65,52,5.0,THPT Nguyễn Huệ,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
713,713,713,713,B0E6C48EXPvAibaEXe9O6/F07jTuv2iubEfEzeow,0,24.8,52,31.0,THPT Trần Phú,Bà Rịa - Vũng Tàu,Khu vực 1,2019.0
714,714,714,714,07041016XPvAibaEXe+iIJOpfrvDw0cyN3jgSrMf,0,24.9,52,9.0,THPT Châu Thành,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
715,715,715,715,79984E21XPvAibaEXe/6es9ZTmhAJXGJeq36DaW3,0,21.25,52,45.0,THPT Trần Hưng Đạo,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
716,716,716,716,ABC4F536XPvAibaEXe/6es9ZTmhAJU1gE/KF2/SH,0,20.55,52,9.0,THPT Châu Thành,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
717,717,717,717,AA258976XPvAibaEXe815EPCWwbvwRWcuxDnT92V,0,21.05,52,28.0,THPT Nguyễn Du,Bà Rịa - Vũng Tàu,Khu vực 1,2019.0
718,718,718,718,96FB7A63XPvAibaEXe8UkZVD+5XbrHcUj5QffQfy,0,23.25,52,3.0,THPT Đinh Tiên Hoàng,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
719,719,719,719,EC30E576XPvAibaEXe94sKKoWENjB21QlLue7gzi,0,23.8,52,3.0,THPT Đinh Tiên Hoàng,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
720,720,720,720,4156B23BXPvAibaEXe94sKKoWENjB57FgiTYdvHX,0,25.3,52,28.0,THPT Nguyễn Du,Bà Rịa - Vũng Tàu,Khu vực 1,2019.0
721,721,721,721,236B3FF8XPvAibaEXe94sKKoWENjB58QoAc2XFJc,0,23.9,52,22.0,THPT Long Hải - Phước Tỉnh,Bà Rịa - Vũng Tàu,Khu vực 2 NT,2019.0
722,722,722,722,AE3E0681XPvAibaEXe/7NEQj7YafNHeu6EEjAD0P,0,21.35,52,24.0,THPT Minh Đạm,Bà Rịa - Vũng Tàu,Khu vực 2 NT,2019.0
723,723,723,723,47A4B7F3XPvAibaEXe/Jc8h2JxO5QcmHxpNlNKv1,0,20.9,52,4.0,THPT Chuyên Lê Quý Đôn,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
724,724,724,724,0503FE6BXPvAibaEXe/el9TRAKM7gRqt8tonkLHU,0,23.75,52,25.0,THPT Võ Thị Sáu,Bà Rịa - Vũng Tàu,Khu vực 2 NT,2019.0
725,725,725,725,6659AE01XPvAibaEXe8IsBka/KfNv2yloSfP/yOE,0,22.7,52,28.0,THPT Nguyễn Du,Bà Rịa - Vũng Tàu,Khu vực 1,2019.0
726,726,726,726,5F69463DXPvAibaEXe+SXBrvSceI6Si7U/SEq7FM,0,24.95,52,4.0,THPT Chuyên Lê Quý Đôn,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
727,727,727,727,E835A45FXPvAibaEXe9Zp44TyFcBSFD25Xop3i7v,0,22.45,52,10.0,THPT Bà Rịa,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
728,728,728,728,C0A6A6C2XPvAibaEXe9t3AmSkf7FuRIVQ4M62HLZ,0,24.5,52,4.0,THPT Chuyên Lê Quý Đôn,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
729,729,729,729,F54BBC03XPvAibaEXe+23cTkF8qTD1LeEmtNIKG1,0,22.65,52,1.0,THPT Vũng Tàu,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
730,730,730,730,7D62B87EXPvAibaEXe8YD29zP3MXD5VNeo4qOJje,0,24.95,52,13.0,THPT Xuyên Mộc,Bà Rịa - Vũng Tàu,Khu vực 2 NT,2019.0
731,731,731,731,0E7537AFXPvAibaEXe9UJtBa/m0OMr6cMlCqrcn6,0,23.95,52,28.0,THPT Nguyễn Du,Bà Rịa - Vũng Tàu,Khu vực 1,2019.0
732,732,732,732,B1B996D1XPvAibaEXe/VQHzzHDYACRfsgbqiwflU,0,23.25,52,3.0,THPT Đinh Tiên Hoàng,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
733,733,733,733,66165AF7XPvAibaEXe9drMWeKYE4jMmp1ahbPYlY,0,24.15,52,9.0,THPT Châu Thành,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
734,734,734,734,44FE58EDXPvAibaEXe9nP2x7vQNdVYFeLprMuFmm,0,23.45,52,9.0,THPT Châu Thành,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
735,735,735,735,63F6F2D8XPvAibaEXe+DUF+563kBvcJHaBqURzdU,0,23.65,52,15.0,THPT Hòa Bình,Bà Rịa - Vũng Tàu,Khu vực 1,2019.0
736,736,736,736,DDE4647CXPvAibaEXe8f56j3W7C5xvSxiJOR56qE,0,20.95,52,24.0,THPT Minh Đạm,Bà Rịa - Vũng Tàu,Khu vực 2 NT,2019.0
737,737,737,737,40F613D8XPvAibaEXe8bVXYGG8kdZSrU8e0y+hru,0,22.95,52,5.0,THPT Nguyễn Huệ,Bà Rịa - Vũng Tàu,Khu vực 2,2019.0
738,738,738,738,BBAD4F2BXPvAibaEXe879+AOg1gh8vGaQYZ3wJAR,0,29.5,2,53.0,THPT Nguyễn Công Trứ,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
739,739,739,739,88C15831XPvAibaEXe879+AOg1gh8uMWWp9sXQnJ,0,26.5,2,188.0,THPT Trần Quang Khải,Tp. Hồ Chí Minh,,2013.0
740,740,740,740,85A1EF64XPvAibaEXe/asAVnWDRS7aDwG/eutYGP,0,32.5,2,65.0,THPT Hoàng Hoa Thám,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
741,741,741,741,246BFB8AXPvAibaEXe93PEySAJOVk7f1TlF/mfrO,0,25.0,2,57.0,THPT Nguyễn Chí Thanh,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
742,742,742,742,94D07C75XPvAibaEXe93PEySAJOVk2ldmZ8HMbbn,0,24.5,2,30.0,THPT Lương Văn Can,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
743,743,743,743,33472657XPvAibaEXe8ge2UHv4J4BwEOqNnp7N/7,0,31.5,2,72.0,THPT Thủ Đức,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
744,744,744,744,97CE096EXPvAibaEXe8ge2UHv4J4B99T3E9bmk5q,0,24.5,2,188.0,THPT Trần Quang Khải,Tp. Hồ Chí Minh,,2013.0
745,745,745,745,1CE4CDB2XPvAibaEXe8ge2UHv4J4ByS1Gt3OtWsA,0,26.5,2,76.0,THPT Vĩnh Lộc,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
746,746,746,746,13D944E0XPvAibaEXe+1P/4gNbgreZHDR7oX7edx,0,25.0,2,53.0,THPT Nguyễn Công Trứ,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
747,747,747,747,182EDDDCXPvAibaEXe+1P/4gNbgredAYJhLzP30B,0,24.5,2,40.0,THPT Nguyễn Khuyến,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
748,748,748,748,1662E3E1XPvAibaEXe+1P/4gNbgreUA+MXxSOODq,0,27.5,2,106.0,THPT Lê Trọng Tấn,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
749,749,749,749,FE176735XPvAibaEXe+1P/4gNbgreQ94npTP4/sD,0,27.0,2,262.0,THCS THPT Tân Phú,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
750,750,750,750,BDEDD44DXPvAibaEXe+4hxKfaQWuhAQGSgtQEIOS,0,28.0,2,50.0,THPT Trường Chinh,Tp. Hồ Chí Minh,,2013.0
751,751,751,751,BC40EF90XPvAibaEXe+4hxKfaQWuhCn4CgCxF0TJ,0,25.0,2,171.0,THPT TT Quốc Văn Sài gòn,Tp. Hồ Chí Minh,,2013.0
752,752,752,752,A70F6ECCXPvAibaEXe+4hxKfaQWuhGFMu3PMgcNG,0,25.5,2,226.0,THPT Trần Nhân Tông,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
753,753,753,753,9D24935AXPvAibaEXe9P07hcrvmhCaK9iQTZe/LS,0,24.5,2,12.0,Phân hiệu THPT Lê Thị Hồng Gấm,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
754,754,754,754,64E9FDE3XPvAibaEXe9hPQQhQOOPyStw/R4lOHbB,0,29.0,2,16.0,THPT chuyên Lê Hồng Phong,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
755,755,755,755,83845261XPvAibaEXe9hPQQhQOOPyYvq0zhwjv2w,0,29.5,2,59.0,THPT Tân Bình,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
756,756,756,756,952C9BD7XPvAibaEXe9hPQQhQOOPyVKuFZF5BlyS,0,24.5,2,173.0,THPT Trần Hưng Đạo,Tp. Hồ Chí Minh,,2013.0
757,757,757,757,209DFFA3XPvAibaEXe+cD1fKElqxL0w/CiUgdc4i,0,28.0,2,47.0,THPT Trần Quang Khải,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
758,758,758,758,A0CBAC25XPvAibaEXe/PGAaNNWvbUIg+w572qFZR,0,24.5,2,53.0,THPT Nguyễn Công Trứ,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
759,759,759,759,479E77A5XPvAibaEXe/PGAaNNWvbUNSidEr/n3m6,0,26.5,2,177.0,THPT Đông Du,Tp. Hồ Chí Minh,,2013.0
760,760,760,760,4BF55C16XPvAibaEXe/PGAaNNWvbULYXtWNJnzcF,0,24.5,2,177.0,THPT Đông Du,Tp. Hồ Chí Minh,,2013.0
761,761,761,761,D8B81312XPvAibaEXe/PGAaNNWvbUIfmRv3bR2wn,0,25.5,2,211.0,THCS THPT Phan Bội Châu,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
762,762,762,762,8688239BXPvAibaEXe+lo6eJkHWaQdxLz0hNOYmX,0,27.5,2,21.0,THPT Trần Hữu Trang,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
763,763,763,763,8DD54882XPvAibaEXe+lo6eJkHWaQfUDaN2PBVrw,0,28.0,2,34.0,THPT Nguyễn Văn Linh,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
764,764,764,764,553F83D0XPvAibaEXe+lo6eJkHWaQXmbzaKicEyV,0,29.0,2,16.0,THPT chuyên Lê Hồng Phong,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
765,765,765,765,91C557BBXPvAibaEXe9X5bpEKoa0mhzvi3xnxIFE,0,26.5,2,57.0,THPT Nguyễn Chí Thanh,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
766,766,766,766,0E631785XPvAibaEXe9X5bpEKoa0mgPWtTwg2Rv7,0,28.5,2,43.0,THPT Sương Nguyệt Anh,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
767,767,767,767,11F38B68XPvAibaEXe80gGmWuNekT2/+0d+ftnaD,0,25.0,2,22.0,THTH Đại học Sài Gòn,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
768,768,768,768,3CB24347XPvAibaEXe83EtiN4MI2ntso94rp+aT8,0,28.0,2,21.0,THPT Trần Hữu Trang,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
769,769,769,769,314A9EFDXPvAibaEXe83EtiN4MI2ntxuuYLz7OKp,0,29.5,2,56.0,THPT Nguyễn Thái Bình,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
770,770,770,770,2F237AA9XPvAibaEXe/YKAlYnC3m967dOM4WK2IJ,0,31.0,2,98.0,THPT Phạm Văn Sáng,Tp. Hồ Chí Minh,Khu vực 2 ,2013.0
771,771,771,771,4283E94DXPvAibaEXe/YKAlYnC3m95G1fYL7q9dG,0,24.5,2,75.0,THPT An Lạc,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
772,772,772,772,29DAC8E5XPvAibaEXe9iKIRwqei6/AabAAzMbpha,0,24.0,2,61.0,THPT Tây Thạnh,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
773,773,773,773,C64D90E5XPvAibaEXe9iKIRwqei6/FXZkk7l9+S5,0,25.5,2,102.0,THPT Cần Thạnh,Tp. Hồ Chí Minh,Khu vực 2 ,2013.0
774,774,774,774,C4EF60B5XPvAibaEXe9iKIRwqei6/NTXytYp5Ig8,0,29.5,2,102.0,THPT Cần Thạnh,Tp. Hồ Chí Minh,Khu vực 2 ,2013.0
775,775,775,775,08BC841DXPvAibaEXe9iKIRwqei6/L0WWlLQs16x,0,24.5,2,1.0,THPT Trưng Vương,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
776,776,776,776,6AEF2EC0XPvAibaEXe86736b6Ol+/EwtIJHvLVRJ,0,33.0,2,57.0,THPT Nguyễn Chí Thanh,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
777,777,777,777,7259E977XPvAibaEXe86736b6Ol+/PreEMY8ftS4,0,27.0,2,57.0,THPT Nguyễn Chí Thanh,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
778,778,778,778,33F840BEXPvAibaEXe86736b6Ol+/H7P3cx/tka4,0,26.5,2,61.0,THPT Tây Thạnh,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
779,779,779,779,FFDFD671XPvAibaEXe8/3iNqySORb8gPuwsQ8fwa,0,26.0,2,59.0,THPT Tân Bình,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
780,780,780,780,E5E0D43FXPvAibaEXe8/3iNqySORb3L2iR3l7H2W,0,23.5,2,134.0,TTGDTX Quận Phú Nhuận,Tp. Hồ Chí Minh,,2013.0
781,781,781,781,809877DCXPvAibaEXe8/3iNqySORb/0vLoIti8Og,0,30.0,2,2.0,THPT Bùi Thị Xuân,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
782,782,782,782,3622E58BXPvAibaEXe9lF2o7VejWNjkH+xdoXpbr,0,25.5,2,56.0,THPT Nguyễn Thái Bình,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
783,783,783,783,603115A9XPvAibaEXe9lF2o7VejWNmxlsu7sojKq,0,27.0,2,59.0,THPT Tân Bình,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
784,784,784,784,A27E2507XPvAibaEXe+yU1j0ocViqQmevvgfIZi+,0,27.0,2,50.0,THPT Trường Chinh,Tp. Hồ Chí Minh,,2013.0
785,785,785,785,9E398853XPvAibaEXe+yU1j0ocViqeu3f7/HMvAo,0,25.5,2,262.0,THCS THPT Tân Phú,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
786,786,786,786,6B2F14CCXPvAibaEXe+wmtNhlfgIwsa71h+ulLl3,0,29.0,2,42.0,THPT Nguyễn An Ninh,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
787,787,787,787,08890FF6XPvAibaEXe+wmtNhlfgIwlWvQAJnsgPn,0,27.0,2,62.0,THPT Thanh Đa,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
788,788,788,788,F751BE36XPvAibaEXe/lOccskaOiO+4LaUqrFAPR,0,24.5,2,63.0,THPT Võ Thị Sáu,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
789,789,789,789,91F785ABXPvAibaEXe/lOccskaOiO5y4GbVvuRQu,0,24.5,2,4.0,THPT chuyên Trần Đại Nghĩa,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
790,790,790,790,C06D6804XPvAibaEXe/lOccskaOiOzn1wuEhQE1s,0,26.5,2,56.0,THPT Nguyễn Thái Bình,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
791,791,791,791,2C9E3006XPvAibaEXe+1j/AqdkpM2yVDjmi0fdgL,0,26.0,2,67.0,THPT Trần Văn Giàu,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
792,792,792,792,50F45E0FXPvAibaEXe+1j/AqdkpM28+W/hgGnHN2,0,29.5,2,102.0,THPT Cần Thạnh,Tp. Hồ Chí Minh,Khu vực 2 ,2013.0
793,793,793,793,781B05EDXPvAibaEXe+1j/AqdkpM28LyBjvxL6Wn,0,28.0,2,102.0,THPT Cần Thạnh,Tp. Hồ Chí Minh,Khu vực 2 ,2013.0
794,794,794,794,6243A4C3XPvAibaEXe8Y+/3uR2PkTKXbgDAmBgVN,0,27.5,2,1.0,THPT Trưng Vương,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
795,795,795,795,9A2B00E7XPvAibaEXe+kwIr/VXjl0y8cEqB0jdRP,0,27.5,2,53.0,THPT Nguyễn Công Trứ,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
796,796,796,796,CF807904XPvAibaEXe+kwIr/VXjl0xC3gHl3XT9p,0,29.0,2,45.0,THPT Nguyễn Hiền,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
797,797,797,797,C1306640XPvAibaEXe+nZBq3b0XEhX/oZbtzk5F7,0,24.0,2,69.0,THPT Hàn Thuyên,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
798,798,798,798,66389E7FXPvAibaEXe9jjgNhrmbJFLqZAjn7gWVB,0,31.5,2,188.0,THPT Trần Quang Khải,Tp. Hồ Chí Minh,,2013.0
799,799,799,799,4E60F742XPvAibaEXe9jjgNhrmbJFAqOieHYy/Vf,0,27.0,2,103.0,THPT Bình Khánh,Tp. Hồ Chí Minh,Khu vực 2 ,2013.0
800,800,800,800,2BD8ACBAXPvAibaEXe9fafwYRU+Nps7TCCT3LRtV,0,26.0,2,56.0,THPT Nguyễn Thái Bình,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
801,801,801,801,844FC6F6XPvAibaEXe+Y5CB/5gt3MJxEmi5bZKP2,0,26.0,2,40.0,THPT Nguyễn Khuyến,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
802,802,802,802,1DCACA12XPvAibaEXe/XBbLEWRhgQQZvuxC3bpO+,0,30.0,2,2.0,THPT Bùi Thị Xuân,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
803,803,803,803,A406E7FDXPvAibaEXe/XBbLEWRhgQYQrAzwms21C,0,24.5,2,17.0,THPT Hùng Vương,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
804,804,804,804,26E98335XPvAibaEXe/XBbLEWRhgQTjizUBLclNR,0,24.5,2,45.0,THPT Nguyễn Hiền,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
805,805,805,805,30F6C945XPvAibaEXe/Lh6v1XxTKJVD20kccXwaQ,0,28.0,2,51.0,THPT Gò Vấp,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
806,806,806,806,1FECA093XPvAibaEXe/Lh6v1XxTKJdFJi/K7qsBq,0,26.0,2,63.0,THPT Võ Thị Sáu,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
807,807,807,807,2420ED57XPvAibaEXe/Lh6v1XxTKJa6JLFRUPkLM,0,25.5,2,78.0,THPT Nguyễn Hữu Cảnh,Tp. Hồ Chí Minh,,2013.0
808,808,808,808,A1BE3E99XPvAibaEXe/Lh6v1XxTKJbwWcn952SwN,0,24.5,2,48.0,THPT Võ Trường Toản,Tp. Hồ Chí Minh,,2013.0
809,809,809,809,57C7C955XPvAibaEXe+9GFX9aWroRJfzpb5XMZKA,0,28.5,2,45.0,THPT Nguyễn Hiền,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
810,810,810,810,72C3C3A0XPvAibaEXe+/EkvXK98KbXqcwClyL444,0,24.5,2,17.0,THPT Hùng Vương,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
811,811,811,811,4A04A81CXPvAibaEXe9JDlHA4z2GHD8uOGVrverQ,0,27.5,2,56.0,THPT Nguyễn Thái Bình,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
812,812,812,812,291A2F59XPvAibaEXe9JDlHA4z2GHNI7amxrOxT7,0,25.5,2,102.0,THPT Cần Thạnh,Tp. Hồ Chí Minh,Khu vực 2 ,2013.0
813,813,813,813,BE375BAAXPvAibaEXe9JDlHA4z2GHJ3/PVStCxR2,0,31.0,2,102.0,THPT Cần Thạnh,Tp. Hồ Chí Minh,Khu vực 2 ,2013.0
814,814,814,814,329B4DBFXPvAibaEXe9JDlHA4z2GHEkrdKZ3K2N4,0,25.0,2,192.0,THPT Việt Âu,Tp. Hồ Chí Minh,,2013.0
815,815,815,815,007C275DXPvAibaEXe+TFgEDwYNnveOOmOYeYzF6,0,31.0,2,57.0,THPT Nguyễn Chí Thanh,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
816,816,816,816,861C639FXPvAibaEXe+TFgEDwYNnvaxZ22c6n1Hy,0,25.5,2,16.0,THPT chuyên Lê Hồng Phong,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
817,817,817,817,9D61C40EXPvAibaEXe+TFgEDwYNnvTf7BJNA2L5v,0,25.5,2,34.0,THPT Nguyễn Văn Linh,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
818,818,818,818,45674DCCXPvAibaEXe8s1xx8DWM0qiq9M9msGcc6,0,25.0,2,182.0,THPT Tây Thạnh,Tp. Hồ Chí Minh,,2013.0
819,819,819,819,EFA92570XPvAibaEXe8s1xx8DWM0qh0wHqaPbJbq,0,25.0,2,47.0,THPT Trần Quang Khải,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
820,820,820,820,B75B1276XPvAibaEXe8s1xx8DWM0qgWHPxOEZBeb,0,28.0,2,55.0,THPT Nguyễn Thượng Hiền,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
821,821,821,821,A9999220XPvAibaEXe/YKN5ysyYL7KvgzInL3pUE,0,25.0,2,53.0,THPT Nguyễn Công Trứ,Tp. Hồ Chí Minh,Khu vực 3 ,2013.0
