id,mssv,listening,reading,total,mamh,ghichu
1044,14EA3727XPvAibaEXe8JRliMuqssCJF9lhlKmfmh,,,39.0,AVSC,
1045,AFD7F061XPvAibaEXe8OLQLlidG6/6iYnKPHh3U3,,,35.0,AVSC,
1046,D41951CEXPvAibaEXe86jqvsmOoL9rvc2uWyJ4gj,,,57.0,AVSC,
1047,5496C0BBXPvAibaEXe8Ve7JqRML75VSrneiFXwvT,,,32.0,AVSC,
1048,4A16ABDAXPvAibaEXe8FAisiSJM2IgCwu6/sVX1x,,,38.0,AVSC,
1049,8361811BXPvAibaEXe+g2dQ0D263aflTxTkEwuwy,,,40.0,AVSC,
1050,974314B7XPvAibaEXe/JhqMYLzzrR0FDxbzfAOCu,,,48.0,AVSC,
1051,273F3C32XPvAibaEXe9EUO2qxCH07YfQZ7MY5A1B,,,45.0,AVSC,
1052,8AA98AD2XPvAibaEXe8M37suqoe4CZpSLxtWE9xX,,,31.0,AVSC,
1053,85517F77XPvAibaEXe92Mw4ZEAxz00FpFR/WdtyQ,,,36.0,AVSC,
1054,5BB2616AXPvAibaEXe+dJypLAXKUX+vZTES+v3MA,,,42.0,AVSC,
1055,C6E5C420XPvAibaEXe8FGyuwtFnKnLrgOMYcAXAq,,,57.0,AVSC,
1056,C410FEC4XPvAibaEXe/odi52as1TQ/z6UAtEIyTx,,,37.0,AVSC,
1057,ED9C52B9XPvAibaEXe+oAybUv81bbjsBgUnuLAOx,,,44.0,AVSC,
1058,5D554DB1XPvAibaEXe+EYzJPHISY857zuVKqPntr,,,49.0,AVSC,
1059,81903267XPvAibaEXe+EYzJPHISY85WjBWVJGi7b,,,54.0,AVSC,
1060,4AE33901XPvAibaEXe+MMervxP1vAMmMVyNeUejT,,,39.0,AVSC,
1061,07B199C7XPvAibaEXe8NowY/Kl2AXhRCYVw9Upq0,,,54.0,ENG01,
1062,A4E61A32XPvAibaEXe8NowY/Kl2AXiRiRmwnPwqa,,,87.0,ENG02,
1063,FB534ECAXPvAibaEXe+1RDiCvTMY2QUaH9lUZ24V,,,83.0,ENG02,
1064,64C53134XPvAibaEXe+1RDiCvTMY2bz25gXbqec/,,,53.0,ENG01,
1065,E427EAFFXPvAibaEXe9Qn7CFN++B78dMKuGcwwpH,,,64.0,ENG01,
1066,D6E9FF8EXPvAibaEXe9Qn7CFN++B7x9ny4GZ2680,,,53.0,ENG01,
1067,FA6623BFXPvAibaEXe92lBM7BLetlUyvhcx59Meh,,,75.0,ENG02,
1068,F6C0D087XPvAibaEXe92lBM7BLetlXIedFutRDfj,,,28.0,AVSC,
1069,43E5C9A1XPvAibaEXe92lBM7BLetlaBVjnpdB7Ic,,,90.0,ENG02,
1070,6907A97DXPvAibaEXe8oz3/loyZiHH5Lb1U/Xzy6,,,57.0,ENG01,
1071,0ACCE1C5XPvAibaEXe8oz3/loyZiHLWx0e1WRRc8,,,53.0,ENG01,
1072,8655E245XPvAibaEXe8oz3/loyZiHGmyHAk2SJ56,,,63.0,ENG01,
1073,4BBCDBCAXPvAibaEXe8oz3/loyZiHBwVzIojblUW,,,56.0,ENG01,
1074,CB996D61XPvAibaEXe8cLtQUjJWX3XkVoRUnBewq,,,67.0,ENG01,
1075,FAEC2FDBXPvAibaEXe8cLtQUjJWX3Zu9684JafuY,,,60.0,ENG01,
1076,1026D50DXPvAibaEXe9Uiu/58J7ST53WIBWZ1jYE,,,51.0,ENG01,
1077,5C86411BXPvAibaEXe9Uiu/58J7STwRHB1EeXVYr,,,36.0,AVSC,
1078,74580C3DXPvAibaEXe9D0puFBsAtkg52uKWiBMy7,,,49.0,ENG01,
1079,0394FD62XPvAibaEXe9D0puFBsAtkmu/3f4p7oUp,,,60.0,ENG01,
1080,992EFB36XPvAibaEXe9D0puFBsAtknHp4cfiVHfP,,,61.0,ENG01,
1081,A6FA945EXPvAibaEXe9D0puFBsAtkj9yxH/4mWCS,,,85.0,ENG02,
1082,50AC530AXPvAibaEXe/EiyqMUCp4HXDatLYe0XF9,,,40.0,ENG01,
1083,1832DF2FXPvAibaEXe/EiyqMUCp4HSG4W3PTaxxG,,,85.0,ENG02,
1084,229C8560XPvAibaEXe/EiyqMUCp4HeA6kU9/mDYZ,,,43.0,ENG01,
1085,CC225980XPvAibaEXe/EiyqMUCp4HTOKqhj1lYrv,,,72.0,ENG02,
1086,454A639FXPvAibaEXe/EiyqMUCp4HVkAto1F3EsR,,,69.0,ENG01,
1087,A9B92126XPvAibaEXe/McL52bYMYS66r+Qzfry59,,,50.0,ENG01,
1088,7DA60DC0XPvAibaEXe8p0SHbVuGO+r/4ESAng1c3,,,84.0,ENG02,
1089,850D0B08XPvAibaEXe8p0SHbVuGO+kUmDDafojVa,,,88.0,ENG02,
1090,2DB33D1DXPvAibaEXe8p0SHbVuGO+lk2nBihhZov,,,47.0,ENG01,
1091,78DF9578XPvAibaEXe9u8WkkFAXhjPLzdqxX/4rC,,,50.0,ENG01,
1092,609A4711XPvAibaEXe9u8WkkFAXhjFz3T9qDyAvn,,,66.0,ENG01,
1093,B12C12C8XPvAibaEXe/bcEbwNVP7GyZnOr1DDIXU,,,70.0,ENG01,
1094,73F641D0XPvAibaEXe/bcEbwNVP7GyCcbmapxqkQ,,,40.0,ENG01,
1095,865C5DD0XPvAibaEXe/bcEbwNVP7Gw0mipTY+spp,,,66.0,ENG01,
1096,D8CEFF81XPvAibaEXe9HrsmkhnYVNQfbcncw6FHH,,,40.0,ENG01,
1097,D1FFBF0CXPvAibaEXe9HrsmkhnYVNapC3aOYJcaO,,,67.0,ENG01,
1098,C8CD3079XPvAibaEXe9HrsmkhnYVNdk3pwqYN79e,,,83.0,ENG02,
1099,D39E21C5XPvAibaEXe9HrsmkhnYVNVeiybGek4zC,,,64.0,ENG01,
1100,478E36F3XPvAibaEXe/hUAy10EStXyVJXUah27LZ,,,40.0,ENG01,
1101,6424B125XPvAibaEXe/hUAy10EStXzrJX0p+c9vb,,,43.0,ENG01,
1102,005663C0XPvAibaEXe9Fg4HjUy856WUjpFu+WrIO,,,84.0,ENG02,
1103,A38CB7AFXPvAibaEXe9Fg4HjUy856ZI2rMy/7FQI,,,68.0,ENG01,
1104,F056C507XPvAibaEXe9Fg4HjUy856fFEqIrYNnGE,,,41.0,ENG01,
1105,4480A332XPvAibaEXe/nU1BPn/2ZOCogH2X6Uuwx,,,44.0,ENG01,
1106,1B644910XPvAibaEXe/nU1BPn/2ZOJanoyZlQalT,,,30.0,AVSC,
1107,DA2E8B05XPvAibaEXe/nU1BPn/2ZONF+oxRH92Gd,,,45.0,ENG01,
1108,FA83B5A6XPvAibaEXe8zyw8No6koQk2EcsM+bZGX,,,50.0,ENG01,
1109,180DBC1AXPvAibaEXe/8dEMQ5HsLl4uvK0D/6g1l,,,46.0,ENG01,
1110,5A2F2623XPvAibaEXe/8dEMQ5HsLl9wJ+ruB4Am9,,,50.0,ENG01,
1111,C2B1E6E3XPvAibaEXe/8dEMQ5HsLl0oNzoAdc2+1,,,50.0,,
1112,1821FA77XPvAibaEXe/8dEMQ5HsLlwAY9LSO4lw4,,,74.0,ENG02,
1113,E3BE4C3BXPvAibaEXe8l2SPBJihvxQ6UC+vAES0W,,,32.0,AVSC,
1114,2DA6FC78XPvAibaEXe8l2SPBJihvxX4b38rruk85,,,30.0,AVSC,
1115,D6F0A479XPvAibaEXe8l2SPBJihvxV6Q6eGE0WHI,,,40.0,,
1116,EFD58EF6XPvAibaEXe8l2SPBJihvxQ2JmSiRNc4J,,,36.0,AVSC,
1117,2A189EF7XPvAibaEXe8l2SPBJihvxTu9bGGxA/Li,,,93.0,ENG02,
1118,4DE36E97XPvAibaEXe8l2SPBJihvxYnkaAPjPh1d,,,40.0,ENG01,
1119,8ED1C83FXPvAibaEXe8l2SPBJihvxQ34CvmO4GN8,,,95.0,ENG02,
1120,C0306CDAXPvAibaEXe8l2SPBJihvxRnzz6zE9ctS,,,36.0,AVSC,
1121,0FD955E7XPvAibaEXe9WkeUltvPYd31w2pNQgTBO,,,58.0,ENG01,
1122,B23DB363XPvAibaEXe9WkeUltvPYd8Zzs3zqfJ6L,,,44.0,ENG01,
1123,37CDD405XPvAibaEXe9WkeUltvPYd+GT/dMNMBu4,,,67.0,ENG01,
1124,2478C65CXPvAibaEXe9WkeUltvPYd2Q6bW3SiUF3,,,58.0,ENG01,
1125,B9ECBE24XPvAibaEXe9WkeUltvPYdzkhqjQB91DA,,,44.0,ENG01,
1126,E86145BAXPvAibaEXe9WkeUltvPYdwsQdpQAoeWH,,,44.0,ENG01,
1127,290C5D12XPvAibaEXe9WkeUltvPYd4rkf5+/ddTa,,,35.0,AVSC,
1128,D5B5048BXPvAibaEXe9WkeUltvPYdyooJ2jIdJbg,,,70.0,ENG01,
1129,5BFCBADBXPvAibaEXe9WkeUltvPYd98w5YBueXt1,,,46.0,ENG01,
1130,0B14E0B3XPvAibaEXe9WkeUltvPYd/efXB9DaOem,,,36.0,AVSC,
1131,AA7239BAXPvAibaEXe/QWjvABg0+vcRMOi7Pexb1,,,68.0,ENG01,
1132,1EB38AECXPvAibaEXe/QWjvABg0+vRMZIkdvxI20,,,71.0,ENG01,
1133,C46CB677XPvAibaEXe/QWjvABg0+vWtBxJQzi3sA,,,54.0,ENG01,
1134,F2D1EA42XPvAibaEXe/QWjvABg0+vSYSwpxYK7MB,,,50.0,ENG01,
1135,8EF7FC24XPvAibaEXe/QWjvABg0+vWsOzKaG9eAN,,,52.0,ENG01,
1136,2E586081XPvAibaEXe/QWjvABg0+vaEpgglr5XB5,,,41.0,ENG01,
1137,1DB17A69XPvAibaEXe/QWjvABg0+vft70JOgnINJ,,,48.0,ENG01,
1138,27727670XPvAibaEXe/QWjvABg0+vdPS00TNxXjP,,,63.0,ENG01,
1139,F6C23C59XPvAibaEXe+Cg1ybKXIqQd0FGsqIMRMY,,,68.0,ENG01,
1140,F705969AXPvAibaEXe+Cg1ybKXIqQdr5q7mQiiWF,,,82.0,ENG02,
1141,E55D8C05XPvAibaEXe+Cg1ybKXIqQVlMMrYchXn3,,,40.0,ENG01,
1142,3009A25BXPvAibaEXe+Cg1ybKXIqQXXhprB6g9Ug,,,43.0,ENG01,
1143,8F674079XPvAibaEXe+Cg1ybKXIqQUGn2Tx4zV7c,,,34.0,AVSC,
1144,FC1A94D2XPvAibaEXe+Cg1ybKXIqQeA/OftpYtft,,,69.0,ENG01,
1145,D97EBB07XPvAibaEXe+Cg1ybKXIqQcRvB9VkC/r9,,,47.0,ENG01,
1146,C553F9C4XPvAibaEXe+Cg1ybKXIqQdOe89vIYtVC,,,71.0,ENG01,
1147,10A3EDAFXPvAibaEXe9Fr9h5GPmfNQRl+8PSRz+N,,,72.0,ENG02,
1148,8E5BD5C5XPvAibaEXe9Fr9h5GPmfNZ+/kTWorCdp,,,53.0,ENG01,
1149,8CBEF78CXPvAibaEXe9Fr9h5GPmfNVZNaQYHjl/G,,,48.0,ENG01,
1150,D9BB3C55XPvAibaEXe9Fr9h5GPmfNSs5uQCPivMB,,,40.0,ENG01,
1151,A68F4B39XPvAibaEXe9Fr9h5GPmfNYY0KJ8OhRPC,,,30.0,AVSC,
1152,97EE4EEDXPvAibaEXe9Fr9h5GPmfNYqQlWvUybbL,,,55.0,ENG01,
1153,167C50BEXPvAibaEXe9Fr9h5GPmfNe8atClpIKaN,,,95.0,ENG02,
1154,1B8231ACXPvAibaEXe9Fr9h5GPmfNfYedpN1HuId,,,70.0,ENG01,
1155,3891E2B2XPvAibaEXe9ylQoUTvcEf/CadHxN20SV,,,30.0,AVSC,
1156,D0900A18XPvAibaEXe9ylQoUTvcEfyIIKF8ISijv,,,53.0,ENG01,
1157,5AC19186XPvAibaEXe9ylQoUTvcEf9YCn1iyjFqq,,,67.0,ENG01,
1158,820D4115XPvAibaEXe9ylQoUTvcEfwP2rEGTClQb,,,23.0,AVSC,
1159,BA19812BXPvAibaEXe9ylQoUTvcEf64rr2RQMslk,,,60.0,ENG01,
1160,DCA99493XPvAibaEXe9ylQoUTvcEf7NXDvfxKAPm,,,36.0,AVSC,
1161,18279134XPvAibaEXe9ylQoUTvcEf/9dRtjhy1Ex,,,60.0,ENG01,
1162,B4167F8DXPvAibaEXe9ylQoUTvcEf5HMy8uwZhWE,,,37.0,AVSC,
1163,A0C64F2EXPvAibaEXe9ylQoUTvcEfz/eIvektpn/,,,58.0,ENG01,
1164,B758F596XPvAibaEXe9ylQoUTvcEf7/gGXpJTyf/,,,20.0,AVSC,
1165,103EED48XPvAibaEXe8at9gGXzJnLxDdchcOJNCQ,,,91.0,ENG02,
1166,90EFD004XPvAibaEXe8at9gGXzJnL15B7Ko/vsbJ,,,34.0,AVSC,
1167,9CA2B07FXPvAibaEXe8at9gGXzJnL4Stnw4Qlktc,,,50.0,ENG01,
1168,4D34A344XPvAibaEXe8at9gGXzJnL3ap/hJL8PI2,,,60.0,ENG01,
1169,CBBBFABBXPvAibaEXe8at9gGXzJnL8bRZxskX4x7,,,88.0,ENG02,
1170,DA80B340XPvAibaEXe8at9gGXzJnLyGN7FYOAOGc,,,75.0,ENG02,
1171,3D79068BXPvAibaEXe8at9gGXzJnLzPgEitHSMja,,,55.0,ENG01,
1172,C2F139E4XPvAibaEXe+QJ0MB5TsYNSs6tMIHcKb5,,,62.0,ENG01,
1173,1C4AAF04XPvAibaEXe+QJ0MB5TsYNbbQOOvu67gx,,,88.0,ENG02,
1174,03B3F65FXPvAibaEXe+QJ0MB5TsYNe5nyw6HufAr,,,85.0,ENG02,
1175,8D0FEB72XPvAibaEXe+QJ0MB5TsYNT16DxEfe5jF,,,73.0,ENG02,
1176,C445173BXPvAibaEXe+QJ0MB5TsYNZapXQgTqn6M,,,77.0,ENG02,
1177,548C5DADXPvAibaEXe+QJ0MB5TsYNTbaUaEddHcV,,,51.0,ENG01,
1178,CDD51D05XPvAibaEXe+QJ0MB5TsYNT8x/76McCl7,,,58.0,ENG01,
1179,6F49DE26XPvAibaEXe+QJ0MB5TsYNaHg8mArKlwW,,,19.0,AVSC,
1180,D5AD99EEXPvAibaEXe+QJ0MB5TsYNYRb40UxjZU2,,,73.0,ENG02,
1181,D1EB811AXPvAibaEXe+QJ0MB5TsYNZPQXn4jywG3,,,54.0,ENG01,
1182,A1405B15XPvAibaEXe/Fuy4XnWnIVoGNENhdieJc,,,46.0,ENG01,
1183,FA9197C5XPvAibaEXe/Fuy4XnWnIViS1uOnuBvwa,,,25.0,AVSC,
1184,91FA16ECXPvAibaEXe/Fuy4XnWnIVhLFHYmu5445,,,46.0,ENG01,
1185,162C363AXPvAibaEXe/Fuy4XnWnIVtR8zUj+Th6H,,,72.0,ENG02,
1186,DCF46740XPvAibaEXe/Fuy4XnWnIVjAVU00sAZcd,,,90.0,ENG02,
1187,C02CF481XPvAibaEXe/Fuy4XnWnIVgVC7WI0RZdZ,,,43.0,ENG01,
1188,EC265CBFXPvAibaEXe/Fuy4XnWnIVspQDBfZ6Qel,,,53.0,ENG01,
1189,2CB1F046XPvAibaEXe/Fuy4XnWnIVvhZOz7OItSo,,,38.0,AVSC,
1190,106E25FAXPvAibaEXe/UEORkxzaGRjNSKcBBpZqi,,,48.0,ENG01,
1191,007B0A19XPvAibaEXe/UEORkxzaGRmODz65jligT,,,50.0,ENG01,
1192,7D2F75ECXPvAibaEXe/UEORkxzaGRt7GYUvVBfAJ,,,61.0,ENG01,
1193,917FCF7DXPvAibaEXe/UEORkxzaGRmTEalo+MBsz,,,78.0,ENG02,
1194,72E7EB49XPvAibaEXe/UEORkxzaGRln2sOwdQesy,,,75.0,ENG02,
1195,8D0A1703XPvAibaEXe/UEORkxzaGRrK6igcA3kXc,,,64.0,ENG01,
1196,E6B8A8B8XPvAibaEXe/UEORkxzaGRiQzq1qynYfe,,,39.0,AVSC,
1197,526B3062XPvAibaEXe/UEORkxzaGRu+FmmfKnyjt,,,68.0,ENG01,
1198,C32C7BA0XPvAibaEXe/UEORkxzaGRqgeqLoIQ03m,,,54.0,ENG01,
1199,D0C43887XPvAibaEXe/UEORkxzaGRvH729v03CJO,,,64.0,ENG01,
1200,C0986690XPvAibaEXe+gnarChABWR9IGHRHJKOGm,,,54.0,ENG01,
1201,9D448F98XPvAibaEXe+gnarChABWRysdIP7IEP0F,,,49.0,ENG01,
1202,1984EA28XPvAibaEXe+gnarChABWRwZGf7ej+ac+,,,58.0,ENG01,
1203,E37B68B8XPvAibaEXe+gnarChABWRwCSHGrk1302,,,37.0,AVSC,
1204,9722BA43XPvAibaEXe+gnarChABWRzHDy71n6vm3,,,38.0,AVSC,
1205,59984504XPvAibaEXe+gnarChABWR1HyBv1S8875,,,44.0,ENG01,
1206,304B00D5XPvAibaEXe+gnarChABWR/z4bfwqDoe3,,,65.0,ENG01,
1207,5ED1A031XPvAibaEXe+gnarChABWR8y3UfFCzKYp,,,79.0,ENG02,
1208,A74854AAXPvAibaEXe+gnarChABWR3Hp8ZnfbVa3,,,35.0,AVSC,
1209,E5F82156XPvAibaEXe+gnarChABWR8haLmVTArT4,,,41.0,ENG01,
1210,BD92FBB3XPvAibaEXe/HUuIVo8uCRySjdHHjLJmc,,,43.0,ENG01,
1211,555C9700XPvAibaEXe/HUuIVo8uCRy5SjHacmu89,,,88.0,ENG02,
1212,05790986XPvAibaEXe/HUuIVo8uCR806VMpIwFaa,,,56.0,ENG01,
1213,84E8B7EAXPvAibaEXe/HUuIVo8uCRwz6R8b6awLs,,,40.0,ENG01,
1214,D59F3FAFXPvAibaEXe/HUuIVo8uCR/Smep4rDOdM,,,38.0,AVSC,
1215,81F387C6XPvAibaEXe/HUuIVo8uCRycGtET7E3Eu,,,63.0,ENG01,
1216,5E25B4D2XPvAibaEXe/HUuIVo8uCR4Acls4e/3zp,,,88.0,ENG02,
1217,0B8EF2B4XPvAibaEXe/HUuIVo8uCR+LcRu1I63oY,,,70.0,ENG01,
1218,28FFB16BXPvAibaEXe/HUuIVo8uCR6f4HDAjMdvh,,,48.0,ENG01,
1219,EC7ABE87XPvAibaEXe9pXJcjrAt8XvnwV3kiU5pl,,,44.0,ENG01,
1220,1915C952XPvAibaEXe9pXJcjrAt8XgQQIKKiq6CU,,,29.0,AVSC,
1222,0F7EEFB9XPvAibaEXe9pXJcjrAt8Xkz67E7kkuBe,,,93.0,ENG02,
1223,3EFE65E2XPvAibaEXe9pXJcjrAt8Xv7IOwyoINeW,,,44.0,ENG01,
1224,2AE2FB4FXPvAibaEXe9pXJcjrAt8Xi98xlhrFTcD,,,41.0,ENG01,
1225,1941089BXPvAibaEXe9pXJcjrAt8XkifgfLjSfvv,,,65.0,ENG01,
1226,3C5FCE3AXPvAibaEXe9ggqkCdMDyeAp47eTlPNvF,,,48.0,ENG01,
1227,F05F6721XPvAibaEXe9ggqkCdMDyeDukswKmt5gh,,,30.0,AVSC,
1228,4FE228C5XPvAibaEXe9ggqkCdMDyeC1mDDkSMl5g,,,58.0,ENG01,
1229,960E3BEAXPvAibaEXe9ggqkCdMDyeAL9xLsapkaK,,,28.0,AVSC,
1230,0294BF8FXPvAibaEXe9ggqkCdMDyeA7ept6yymJB,,,40.0,ENG01,
1231,3B468679XPvAibaEXe9ggqkCdMDyeM+tfXB/l4Ih,,,72.0,ENG02,
1232,E4FCFAA3XPvAibaEXe9ggqkCdMDyeEYdC+0ix8yD,,,77.0,ENG02,
1233,465C97DCXPvAibaEXe9ggqkCdMDyeHNNaGK2sNUx,,,72.0,ENG02,
1234,87E26E7CXPvAibaEXe9ggqkCdMDyePFxykVw7NI9,,,82.0,ENG02,
1235,3392F3C3XPvAibaEXe9ggqkCdMDyeMmQDY/Nqerm,,,29.0,AVSC,
1236,93E546D4XPvAibaEXe90TjJq9LqiZkfhp06uUoQI,,,60.0,ENG01,
1237,4B718AE2XPvAibaEXe90TjJq9LqiZomPXAGqa4xD,,,35.0,AVSC,
1238,BEF1DAABXPvAibaEXe90TjJq9LqiZtLPBTY/sKxr,,,59.0,ENG01,
1239,EB356F7AXPvAibaEXe90TjJq9LqiZiZ3rmlqN9SM,,,69.0,ENG01,
1240,3C5CB872XPvAibaEXe90TjJq9LqiZgr37AjlEGA5,,,44.0,ENG01,
1241,D1CFC6CAXPvAibaEXe90TjJq9LqiZhAuoWTvnAKA,,,81.0,ENG02,
1242,7E1C7713XPvAibaEXe90TjJq9LqiZnDBhKzMxQ18,,,39.0,AVSC,
1243,61226703XPvAibaEXe90TjJq9LqiZsU53E5dcTWw,,,57.0,ENG01,
1244,9FBDC99CXPvAibaEXe90TjJq9LqiZvk4gBhJjEjR,,,89.0,ENG02,
1245,896173C1XPvAibaEXe90TjJq9LqiZsYyWLyI4Nej,,,38.0,AVSC,
1246,E1FBB080XPvAibaEXe+7yjglV2dMpwLQU6RDaEfR,,,58.0,ENG01,
1247,CBB8EC0AXPvAibaEXe+7yjglV2dMpwUdYqYpKaue,,,77.0,ENG02,
1249,383910F9XPvAibaEXe+7yjglV2dMp44sgNgpkvEP,,,49.0,ENG01,
1250,E99B4516XPvAibaEXe+7yjglV2dMp14jHOvPpiw5,,,43.0,ENG01,
1251,245D651DXPvAibaEXe+7yjglV2dMp37yjsVNdOem,,,42.0,ENG01,
1252,AC3C3563XPvAibaEXe+7yjglV2dMpxvY8/uqlpQv,,,66.0,ENG01,
1253,0F864E3EXPvAibaEXe+7yjglV2dMp5y+Cm2nB6Yx,,,25.0,AVSC,
1254,A2FE1EF8XPvAibaEXe+7yjglV2dMpx1YH9n5GoAH,,,66.0,ENG01,
1255,DC9C2CEFXPvAibaEXe8KuJNEATWS8zNCMUQUSEic,,,55.0,ENG01,
1256,ACA90BDAXPvAibaEXe8KuJNEATWS854lYBCBQnDQ,,,35.0,AVSC,
1258,BDFF4C67XPvAibaEXe8KuJNEATWS84FcAMKfvsuY,,,76.0,ENG02,
1259,3439D750XPvAibaEXe8KuJNEATWS8/xq/4VFqj5V,,,90.0,ENG02,
1260,2A2D8E6CXPvAibaEXe8KuJNEATWS89b4oRpsL96o,,,63.0,ENG01,
1261,60EDDF4FXPvAibaEXe8KuJNEATWS81D6twAF+bsV,,,55.0,ENG01,
1262,7BE7D291XPvAibaEXe8KuJNEATWS80iNHGAraG77,,,33.0,AVSC,
1263,C9BEB6A8XPvAibaEXe8KuJNEATWS84w0Y44DwljL,,,48.0,ENG01,
1264,72D38C50XPvAibaEXe9xLM9bjmqfKTefv4I4s1D+,,,57.0,ENG01,
1265,1DCED280XPvAibaEXe9xLM9bjmqfKYG/9frc8157,,,52.0,ENG01,
1266,BF1AB540XPvAibaEXe9xLM9bjmqfKQTEaW2p44jp,,,54.0,ENG01,
1267,4183AECFXPvAibaEXe9xLM9bjmqfKTq9kSFhSLFk,,,64.0,ENG01,
1268,9379AB57XPvAibaEXe9xLM9bjmqfKXeTPW2UEZHG,,,62.0,ENG01,
1269,D5CCC0F0XPvAibaEXe9xLM9bjmqfKXYiG4DipNYr,,,43.0,ENG01,
1270,0C71A94EXPvAibaEXe9xLM9bjmqfKT49uL0KYOwB,,,44.0,ENG01,
1271,15121C7CXPvAibaEXe9xLM9bjmqfKfIXG7KB9i6r,,,62.0,ENG01,
1272,7CF26F2BXPvAibaEXe9xLM9bjmqfKdxrlF6JoAGL,,,36.0,AVSC,
1273,1D310DFBXPvAibaEXe9xLM9bjmqfKUph9xYoWLa2,,,51.0,ENG01,
1274,2CA947ACXPvAibaEXe/pmLsWv14ojMyU+5ticpUd,,,47.0,ENG01,
1275,AB30F4E5XPvAibaEXe/pmLsWv14ojKR8X5RI+rjc,,,35.0,AVSC,
1276,6861BF4CXPvAibaEXe/pmLsWv14ojKDv120AX0kS,,,78.0,ENG02,
1277,57305443XPvAibaEXe/pmLsWv14ojN8fx+Ik4WYG,,,38.0,AVSC,
1278,29397256XPvAibaEXe/pmLsWv14ojGsWCnxESKnY,,,66.0,ENG01,
1279,FF54C8C8XPvAibaEXe/pmLsWv14ojH0Opn2siRww,,,27.0,AVSC,
1280,20B58E2BXPvAibaEXe/pmLsWv14ojCr/XGzatCTI,,,42.0,ENG01,
1281,77687DF8XPvAibaEXe/pmLsWv14ojJTWwinEzMuo,,,83.0,ENG02,
1282,724F7146XPvAibaEXe/pmLsWv14ojP00RdO2oF3i,,,41.0,ENG01,
1283,2BD83939XPvAibaEXe8aLAPPdCF+ab5Qir1cOh2E,,,37.0,AVSC,
1284,1989DF6BXPvAibaEXe8aLAPPdCF+aU29jWrMjGjR,,,49.0,ENG01,
1285,FF2B0298XPvAibaEXe8aLAPPdCF+aTPvFnkIIR2h,,,55.0,ENG01,
1286,97132B91XPvAibaEXe8aLAPPdCF+afPSzj+EDxIb,,,35.0,AVSC,
1287,5EBCE8B3XPvAibaEXe8aLAPPdCF+ac42AZO6+cEi,,,43.0,ENG01,
1288,2F032953XPvAibaEXe8aLAPPdCF+aRc54eiBIV8i,,,43.0,ENG01,
1289,E1769B7AXPvAibaEXe8aLAPPdCF+aQTSElh9wslA,,,41.0,ENG01,
1290,D1980F9EXPvAibaEXe8aLAPPdCF+aTvM4M7QGOoM,,,43.0,ENG01,
1291,9E83FE11XPvAibaEXe8aLAPPdCF+ab+0ZnouY9R5,,,82.0,ENG02,
1292,F8700482XPvAibaEXe+uWtCFQV0fxqnF/HE4xzaP,,,78.0,ENG02,
1293,0D6E6C28XPvAibaEXe+uWtCFQV0fxq48MupdSUio,,,51.0,ENG01,
1294,C8A3F412XPvAibaEXe+uWtCFQV0fxlmcLPupNP8F,,,35.0,AVSC,
1295,F32AFC18XPvAibaEXe+uWtCFQV0fxokiPEGg8CUw,,,91.0,ENG02,
1296,DF441F9AXPvAibaEXe+uWtCFQV0fxuKhXglwXs/f,,,46.0,ENG01,
1297,61ACD9BCXPvAibaEXe+uWtCFQV0fxkmgFSfODV/Z,,,86.0,ENG02,
1298,1E7CAD17XPvAibaEXe+uWtCFQV0fxthjRK/B02HM,,,41.0,ENG01,
1299,7FC289D3XPvAibaEXe+uWtCFQV0fxq9jgUKt3P5j,,,74.0,ENG02,
1300,FB9822AFXPvAibaEXe+uWtCFQV0fxlVLAh2p1ZNU,,,58.0,ENG01,
1301,89E56E60XPvAibaEXe/V92w6Vxv2r0SOzpUAZF67,,,52.0,ENG01,
1302,023D2F97XPvAibaEXe/V92w6Vxv2r1UinrIdobJ6,,,50.0,ENG01,
1303,35C8FA21XPvAibaEXe/V92w6Vxv2r0/0qXvgwQw1,,,44.0,ENG01,
1304,0A908E06XPvAibaEXe/V92w6Vxv2r+Oj7xXUTRvt,,,62.0,ENG01,
1305,E064615BXPvAibaEXe/V92w6Vxv2rzYYwjO50NBd,,,57.0,ENG01,
1306,9A85ADE5XPvAibaEXe/V92w6Vxv2r1BD12TPz32x,,,60.0,ENG01,
1307,B2B76D29XPvAibaEXe/V92w6Vxv2r0+k7CgvHenu,,,44.0,ENG01,
1308,7C2BCC03XPvAibaEXe/V92w6Vxv2ryA/h/0ZZ6/Q,,,49.0,ENG01,
1309,BF6115D2XPvAibaEXe/V92w6Vxv2rweaGdz0WwNz,,,57.0,ENG01,
1310,A33B228DXPvAibaEXe/V92w6Vxv2rwJGjWvvIlr5,,,86.0,ENG02,
1311,E3578183XPvAibaEXe/EvmuerN6w1AF4a6M/00Yj,,,77.0,ENG02,
1312,0419426CXPvAibaEXe/EvmuerN6w1BIIPdWHHov2,,,73.0,ENG02,
1313,BB9275D9XPvAibaEXe/EvmuerN6w1K2C261Sqjjv,,,48.0,ENG01,
1314,C413F53EXPvAibaEXe/EvmuerN6w1GE2TkB9iMae,,,40.0,ENG01,
1315,1B2F2A42XPvAibaEXe/EvmuerN6w1FWlBBiixMH1,,,62.0,ENG01,
1316,C0834F79XPvAibaEXe/EvmuerN6w1HGYDTWudCyQ,,,83.0,ENG02,
