id,mssv,tinhtrang,lydo,hocky,namhoc,soqd,ngayqd
9634,72D38C50XPvAibaEXe9xLM9bjmqfKTefv4I4s1D+,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9635,81DD8F95XPvAibaEXe+Ps8zYokGtSdYq8mHvNR6u,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9636,E64CBEE4XPvAibaEXe+pfrKEojyOywunpcdatpyn,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9637,16C30CEEXPvAibaEXe8JFpQse3KV6uVIaQvDb/Gu,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9638,BFE9D48FXPvAibaEXe+ItThaeWSaTrt2+Vu0aqqP,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9639,3BC3A57BXPvAibaEXe+fBpTg8OXoupFSZJebAGRu,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9640,23EA7573XPvAibaEXe/CISFtEmjHAOIni5M49fL+,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9641,F45F8D30XPvAibaEXe8Ve9qXGkppSFDiV6wXV1o1,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9642,6D968F69XPvAibaEXe/Ko3VBeq65/zndFEyy3pth,2.0,Bị cảnh báo vì đóng học phí trễ,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9643,C448BDFDXPvAibaEXe/MCL0qpDhx02kv1HHNdQzF,2.0,Bị cảnh báo vì đóng học phí trễ,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9644,B185FC25XPvAibaEXe8c/asunKa47N3ivbKhlRAW,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9645,9FFE25CAXPvAibaEXe+PAOVcd+LnOWTHPAb4G+QG,2.0,Bị cảnh báo vì ĐTB 2 học kỳ liên tiếp < 4,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9646,5A8BD1D0XPvAibaEXe/WIUWn3FBMGMQsU6pAorKx,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 1 < 3\n- Đóng học phí trễ,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9647,4E7F4557XPvAibaEXe/XOPUzjjLegOpf3WAzgz0r,2.0,Bị cảnh báo vì ĐTB 2 học kỳ liên tiếp < 4,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9648,9E7720D0XPvAibaEXe8NoNh54Mn6M/Vxi2/pE5KO,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9649,D2B8F4A8XPvAibaEXe9KWpGOh3zHl12g4UC3Ar/I,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 1 < 3\n- Đóng học phí trễ,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9650,381475DBXPvAibaEXe+Z64Gg7q108Clu6+64csNJ,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9651,07F0B649XPvAibaEXe9S6E9ioiUfBGwa4H6CUbKK,2.0,Bị cảnh báo vì ĐTB 2 học kỳ liên tiếp < 4,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9652,9E8D0CE7XPvAibaEXe+/1KYXP+fweLFNn49rOazP,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9653,1B8231ACXPvAibaEXe9Fr9h5GPmfNfYedpN1HuId,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9654,6B9F848FXPvAibaEXe/KVW+JfXJB/kB041vqWQww,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9655,5BFCBADBXPvAibaEXe9WkeUltvPYd98w5YBueXt1,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9656,1984EA28XPvAibaEXe+gnarChABWRwZGf7ej+ac+,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9657,15121C7CXPvAibaEXe9xLM9bjmqfKfIXG7KB9i6r,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9658,F6D4D028XPvAibaEXe/Y5MNhmO/7o97ixcK+3xEo,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9659,95A27658XPvAibaEXe+L4+qEMJ/L9QOnFJ/kPse7,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9660,1F7494EFXPvAibaEXe9sUz+dc1ML5ELRd7yDMDWI,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9661,42A1EC5FXPvAibaEXe/X5uT1FaYTT/i76nHllYrk,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9662,F0B44DA1XPvAibaEXe/5DpC15pEkHU0KE9U7ewL7,2.0,Bị cảnh báo vì ĐTB học kỳ 1 < 3,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9683,B2816B7BXPvAibaEXe/YKN5ysyYL7MS3vlfPnRU+,8.0,BTH được Hội đồng xem xét chuyển tự do,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9693,37E9895DXPvAibaEXe9E+KuE/nFliak6/YMItssI,8.0,BTH được Hội đồng xem xét chuyển tự do,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9694,F885079BXPvAibaEXe/HrmBtV6rChoted20VCh1b,8.0,BTH được Hội đồng xem xét chuyển tự do,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9711,DA2B43CDXPvAibaEXe8s1xx8DWM0qrClPfmwG+Uv,8.0,BTH được Hội đồng xem xét chuyển tự do,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9712,AA033FC4XPvAibaEXe9upvU5DvuC9i0prnw+7l6w,8.0,BTH được Hội đồng xem xét chuyển tự do,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9736,BDCC270CXPvAibaEXe/caEx4rNa5qeZDKQBCuIHR,8.0,BTH được Hội đồng xem xét chuyển tự do,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
9737,1DA0751EXPvAibaEXe+y4Ivhjp8SxoECWfMevnWg,8.0,BTH được Hội đồng xem xét chuyển tự do,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
10367,98247E19XPvAibaEXe93PEySAJOVkxsz+HIviyYJ,2.0,Bị cảnh báo vì ĐTB học kỳ 2,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
10368,02FA9B28XPvAibaEXe9hPQQhQOOPyX9iSjJX1yiu,2.0,Bị cảnh báo vì ĐTB học kỳ 2,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
10369,AD5F09C2XPvAibaEXe+sfU1lcH9y3wY+PST0Mdf9,2.0,Bị cảnh báo vì ĐTB học kỳ 2,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
10370,82D67FF0XPvAibaEXe9Bx5CZuIA9z+ymYnRBj6Fr,2.0,Bị cảnh báo vì ĐTB học kỳ 2,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
10371,17765BD7XPvAibaEXe/m6K07u0dn960+sOVXLQAC,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
10372,0D1D6419XPvAibaEXe8c53vaOKMxCwtlsMCgFPbi,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
10373,68A6C4F9XPvAibaEXe9oenRjqNmEXzXRzv4simoh,2.0,Bị cảnh báo vì ĐTB học kỳ 2,2.0,2017.0,180/QĐ-ĐHCNTT,2018-03-29
10374,3E06F5F2XPvAibaEXe/k62DFAfrQThk+ROX2XvGF,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10375,C78C24CDXPvAibaEXe8TrN3vUI8MaJoU4lYh39YH,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10376,628FBFC9XPvAibaEXe/eCkq6I30ZSofEmthq6vlx,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10377,86AB6605XPvAibaEXe9Z0fDyfUkzH9gqkDGl5slM,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10378,4B106C60XPvAibaEXe9RV3kg6cpLDOvquup7xlSv,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10379,E94A83F8XPvAibaEXe9RV3kg6cpLDKSkuuD/wPM/,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10380,A015FA30XPvAibaEXe/CiPILllTJf1RT4RhocgCk,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10381,E86B38A8XPvAibaEXe/X5ZhFzI36lPdnqzWA/hpi,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10382,825FA3F2XPvAibaEXe/wM5TrBBCDMW1yuePWOjX3,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10383,7F03C845XPvAibaEXe9mDsFtgVHJ/rHAoglzQPuR,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10384,9AFD5C84XPvAibaEXe//Z7+CGDQLoHD+WJYS0Uvi,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10385,3788C7A4XPvAibaEXe/81GDNmtxKsfT2ovFuIAkG,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10386,D41951CEXPvAibaEXe86jqvsmOoL9rvc2uWyJ4gj,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10387,D4F95B3CXPvAibaEXe/Z2D1Qs9UWoHfR72CTYzHW,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10388,572B42BCXPvAibaEXe+SI2uhC5CMETdWxVWfkdf2,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10389,106E25FAXPvAibaEXe/UEORkxzaGRjNSKcBBpZqi,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10390,4B718AE2XPvAibaEXe90TjJq9LqiZomPXAGqa4xD,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10391,0F0200BCXPvAibaEXe+3hDjf+K3BYey+4BTZQKZh,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10392,688AD0F0XPvAibaEXe+A3TjfwxprolQPmwWz78oz,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10393,57CC6F79XPvAibaEXe/nw3DhNQnHf87snxdmGLc7,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10394,11DD1D9FXPvAibaEXe/CISFtEmjHAMR2fs9wF2C0,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10403,F498E5FEXPvAibaEXe9JDlHA4z2GHBZXhsR8PR1r,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10404,7888971AXPvAibaEXe9FiaSoce50DAKq2mQWEKvH,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10405,313A0C3EXPvAibaEXe9FiaSoce50DK2qcrsEDi/O,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10406,F4A91DBBXPvAibaEXe+sfU1lcH9y3z7zlCD2CO7V,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10407,2E9367B1XPvAibaEXe+BHZkA9XgGXaNKZYzSXqCT,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10408,7F9BCB64XPvAibaEXe/WSo41+3xFkIxBymBcPpdb,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10409,71BF0A84XPvAibaEXe/WSo41+3xFkH1WOiNmSFps,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10410,88B70FC5XPvAibaEXe/S5mChdnrLm0/gjddWphOA,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10411,6A0E3807XPvAibaEXe/H1VZJBzJAwtB2TbvuX3AM,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10412,DCD60A58XPvAibaEXe8z1Io4iT8HJKL7T0ucJp6N,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10413,E3F3FD6DXPvAibaEXe8z1Io4iT8HJIqsyxTD1vIz,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10414,1DA07DD6XPvAibaEXe9ETemEVgJcUartlEuc3ggb,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10415,80201DF4XPvAibaEXe9sDqR+NysAHuopBbLG2m03,2.0,Bị cảnh báo vì ĐTB 2 học kỳ liên tiếp < 4,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10416,48A22F9BXPvAibaEXe8oOckqmsrcbcSOt0BVGgjK,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10417,ACAC3501XPvAibaEXe/9XMaU/9dsP2V7OUutWEGf,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10418,2D57A854XPvAibaEXe8WdGcsQTF3yDJk01mdVJzW,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10419,A8F153C6XPvAibaEXe9cYfl6D6BtPHGCj6z6qL7j,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10420,8236DF1FXPvAibaEXe/MCL0qpDhx03Mfi0q07Dws,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10421,337855C4XPvAibaEXe/aPLdUCtOgChaC3lFbDhas,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10422,EF6D3E34XPvAibaEXe9o3csoNuwUvO7brxBe1EBb,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10423,0AA6C0E6XPvAibaEXe/WuJYGMdaNyFWPwaD68cRK,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10424,4D56F049XPvAibaEXe/F8UIBT+N0T4jmmD/vDt9A,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10425,62BFFE2EXPvAibaEXe/9ugxkUZcLfPe37BSUxSyd,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10426,EFD58EF6XPvAibaEXe8l2SPBJihvxQ2JmSiRNc4J,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10427,001E045BXPvAibaEXe+n07P56kWx2N6EoOCUJBA4,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10428,DA7B73D9XPvAibaEXe/X5uT1FaYTTx7C+fsqYKde,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10429,1DD40F83XPvAibaEXe/A0C8NKWg+cNjNfs5fFfXk,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10430,599DFFB8XPvAibaEXe879+AOg1gh8lJvChSN7o+V,2.0,BTH được Hội đồng xem xét hạ mức,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10431,5A122A3DXPvAibaEXe8/3iNqySORby1yTn00kxsc,2.0,BTH được Hội đồng xem xét hạ mức,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10432,CC0D41F6XPvAibaEXe9fafwYRU+Npmqir62VbH95,2.0,BTH được Hội đồng xem xét hạ mức,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10433,8ADDAE76XPvAibaEXe9MLbI3cCq2BDREIQt1DfUQ,2.0,BTH được Hội đồng xem xét hạ mức,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10434,0269D0CEXPvAibaEXe9Z67almz7y5nIpJrijnwIg,2.0,BTH được Hội đồng xem xét hạ mức,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10435,6E94081BXPvAibaEXe8jolcsAIssTORw5zmGqU8F,2.0,BTH được Hội đồng xem xét hạ mức,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10436,9F6AD189XPvAibaEXe8scZUjY2tXhzFPNmrrUQON,2.0,BTH được Hội đồng xem xét hạ mức,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10438,2C674C46XPvAibaEXe8Y+/3uR2PkTOGNxs8OFvnz,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10439,A7916D60XPvAibaEXe+nZBq3b0XEhXdvKy778k5c,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10440,748CFA2AXPvAibaEXe9KDsVv3cRkMehU/cMv2URX,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10441,6EBFAC96XPvAibaEXe/XBbLEWRhgQXinO9yZvS2d,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10442,9A84BBE7XPvAibaEXe8ydgsBCmjqA6hvcbpa5SDa,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10443,869C382DXPvAibaEXe+6MN9FoW2mqQya+xnXT/o1,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10445,6777A5A5XPvAibaEXe/BqA0y8R3TRZDcJooW2geh,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10446,961AB4FAXPvAibaEXe//3t8+us0X0j9lAQyTb3ze,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10447,5EA0E379XPvAibaEXe9Xnw4t0GPgx3ZLzmzrJTA6,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10448,6981B504XPvAibaEXe9Xnw4t0GPgx4e71aEuqYO2,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10449,5CBACBDDXPvAibaEXe/twRH8x8eyg4WxnKka4DP5,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10450,20EB4F78XPvAibaEXe8ptkRJyotmH5BdHlwmnCHg,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10451,D40CDE12XPvAibaEXe/ETkXgDMKQ8czhXBd4cEQT,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10452,A1CC32BDXPvAibaEXe/Nok7qdNjJRpfulMGprmx0,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10453,8C8E2AA7XPvAibaEXe+cD2dfYrNOt/D0YL78rqGh,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10454,DFDF0BBBXPvAibaEXe+HeL85QGo03WovV49znPUi,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10455,FA7CB31DXPvAibaEXe/Q6C3BndaQUGiZ+OgRkshk,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10456,D07CD6FFXPvAibaEXe/XOPUzjjLegDGJ6lVneZHm,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10457,8C577AD6XPvAibaEXe9tSnfLfDeWas/1N+smW3yD,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10458,0C8B03CAXPvAibaEXe9RV3kg6cpLDO68mQWKudgq,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10459,C4A1C2F2XPvAibaEXe+65Is9PO18G6A7s3TWVdLj,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10460,4A441344XPvAibaEXe9WcTnuikKYKtnt3UBOK6Kk,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10461,BF6EE92DXPvAibaEXe8LX4hhYKrFZsw2W+nYk2uK,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10462,60C27690XPvAibaEXe9TMBdu4IUyd5wpmmATeJfU,2.0,Bị cảnh báo vì đóng học phí trễ,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10463,437EBCDFXPvAibaEXe8AMmr3Xq9FJxZ08fEe/gKW,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10464,C34CB14FXPvAibaEXe+dVXFbWVwKlYf2u7qop3EE,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10465,3A2BE3ECXPvAibaEXe/hadw09FE3WmcRG1NdhIvW,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10466,7561F2B2XPvAibaEXe8091B3Eu2czI9jZus/7S2I,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10467,4FF77498XPvAibaEXe88L+jeN4TPmzogqc5qXjLi,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10468,01C3E360XPvAibaEXe8aLAPPdCF+aQPfV91kc+Cb,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10469,755D1C40XPvAibaEXe+72vl6t/d8Gae2ifMQhNq6,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10470,899AAD5AXPvAibaEXe/ceziXFRXnLapg3OQJSo8g,2.0,Bị cảnh báo vì ĐTB 2 học kỳ liên tiếp < 4,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10471,724F0583XPvAibaEXe+3hDjf+K3BYWTF4+SNZcRB,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10472,7CA35A03XPvAibaEXe/cJxaw79CIvjnf7zwNLUZO,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10473,A3D44EFEXPvAibaEXe/cJxaw79CIvqjVfB/mLHY/,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10474,A81EB87CXPvAibaEXe+NDJhRHiaomSzEKMch2ju6,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10475,EE2F83F4XPvAibaEXe8XU1E8XgQL2A7dywO0E1Ee,2.0,Bị cảnh báo vì ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10476,E37BF33CXPvAibaEXe9Y6XKwco8jyUy8xdOxIJZW,2.0,Bị cảnh báo vì:\n- ĐTB học kỳ 2,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10478,FD5965BFXPvAibaEXe9ysTifnGoMwRKCXHuX1Wkm,2.0,BTH được Hội đồng xem xét hạ mức,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
10479,84F1726EXPvAibaEXe/FejQN8/S5fHF/hPdc4T81,2.0,BTH được Hội đồng xem xét hạ mức,1.0,2018.0,633/QĐ-ĐHCNTT,2018-10-12
